GBIFusageKey,iucn_id,country,region,jurisdiction,jurisdiction_group,prefName,classification,taxonLevel,family,englishName,synonyms,Note,genus_I,is_aquatic,aquatic_type_I,legal_status_ke,restriction_type,governing_law
5355691,,Kenya,,NATIONAL,,Millettia oblata,Protected / Regulated,subspecies,Fabaceae,Taita Hills millettia,,Restricted to Taita Hills. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/search?query=Millettia%20oblata&searchType=species,Millettia,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
7223938,179589,Kenya,,NATIONAL,,Syzygium micklethwaitii,Protected / Regulated,variety,Myrtaceae,Syzygium micklethwaitii,,Myrtaceae. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/179589,Syzygium,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
3804010,32882,Kenya,,NATIONAL,,Populus ilicifolia,Protected / Regulated,species,Salicaceae,Tana River Poplar,"Balsamiflua denhardtiorum, Balsamiflua ilicifolia, Celtis ilicifolia, Populus denhardtiorum, Populus euphratica denhardtiorum, Tsavo ilicifolia, Turanga ilicifolia",Kenya endemic; Kenya's only native poplar. Riparian species. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/32882,Populus,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
5547580,34630,Kenya,,NATIONAL,,Sterculia schliebenii,Protected / Regulated,species,Malvaceae,Sterculia schliebenii,,Malvaceae. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/34630,Sterculia,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
3158636,34835,Kenya,,NATIONAL,,Mkilua fragrans,Protected / Regulated,species,Annonaceae,Mkilua fragrans,,Annonaceae; fragrant flowers. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/34835,Mkilua,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
2964786,34839,Kenya,,NATIONAL,,Guibourtia schliebenii,Protected / Regulated,species,Fabaceae,Guibourtia schliebenii,Copaifera schliebenii,Fabaceae. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/34839,Guibourtia,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
3157990,32241,Kenya,,NATIONAL,,Uvariodendron anisatum,Protected / Regulated,species,Annonaceae,Uvariodendron anisatum,,Annonaceae. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/32241,Uvariodendron,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
3158017,35724,Kenya,,NATIONAL,,Uvariodendron kirkii,Protected / Regulated,species,Annonaceae,Uvariodendron kirkii,,Annonaceae. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/35724,Uvariodendron,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
8259730,35729,Kenya,,NATIONAL,,Dasylepis integra,Protected / Regulated,species,Achariaceae,Dasylepis integra,Dasylepis leptophylla,Achariaceae. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/35729,Dasylepis,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
3918792,,Kenya,,NATIONAL,,Mildbraedia carpinifolia,Protected / Regulated,species,Euphorbiaceae,Mildbraedia carpinifolia,"Jatropha carpinifolia, Neojatropha carpinifolia, Plesiatropha carpinifolia, Plesiatropha carpinifolia carpinifolia",Euphorbiaceae. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/search?query=Mildbraedia%20carpinifolia&searchType=species,Mildbraedia,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
2981765,34634,Kenya,,NATIONAL,,Julbernardia magnistipulata,Protected / Regulated,species,Fabaceae,Julbernardia magnistipulata,"Berlinia magnistipulata, Isoberlinia magnistipulata",Coastal forest legume; miombo woodland species. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/34634,Julbernardia,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
2970950,34633,Kenya,,NATIONAL,,Dialium holtzii,Protected / Regulated,species,Fabaceae,Dialium holtzii,Dialium mossambicense,Fabaceae. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/34633,Dialium,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
5351066,32266,Kenya,,NATIONAL,,Stuhlmannia moavi,Protected / Regulated,species,Fabaceae,Stuhlmannia moavi,"Caesalpinia dalei, Caesalpinia insolita, Caesalpinia moavii, Hoffmannseggia insolita",Fabaceae. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/32266,Stuhlmannia,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
3074187,34219,Kenya,,NATIONAL,,Macaranga conglomerata,Protected / Regulated,species,Euphorbiaceae,Macaranga conglomerata,,Euphorbiaceae. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/34219,Macaranga,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
3157120,158366,Kenya,,NATIONAL,,Xylopia arenaria,Protected / Regulated,species,Annonaceae,Xylopia arenaria,,Annonaceae; coastal forest. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/158366,Xylopia,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
3154868,62588,Kenya,,NATIONAL,,Ophrypetalum odoratum,Protected / Regulated,species,Annonaceae,Ophrypetalum odoratum,,Annonaceae. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/62588,Ophrypetalum,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
4070544,33170,Kenya,,NATIONAL,,Diospyros greenwayi,Protected / Regulated,species,Ebenaceae,Diospyros greenwayi,,Ebenaceae. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/33170,Diospyros,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
4070211,32883,Kenya,,NATIONAL,,Diospyros amaniensis,Protected / Regulated,species,Ebenaceae,Diospyros amaniensis,,Ebenaceae. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/32883,Diospyros,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
3987991,34434,Kenya,,NATIONAL,,Buxus obtusifolia,Protected / Regulated,species,Buxaceae,Buxus obtusifolia,Notobuxus obtusifolia,Buxaceae. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/34434,Buxus,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
3752358,32641,Kenya,,NATIONAL,,Moringa arborea,Protected / Regulated,species,Moringaceae,Moringa arborea,,Moringaceae; dryland species. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/32641,Moringa,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
2952347,34787,Kenya,,NATIONAL,,Angylocalyx braunii,Protected / Regulated,species,Fabaceae,Angylocalyx braunii,,Fabaceae. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/34787,Angylocalyx,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
3788017,32280,Kenya,,NATIONAL,,Camptolepis ramiflora,Protected / Regulated,species,Sapindaceae,Camptolepis ramiflora,"Deinbollia ramiflora, Haplocoelum jubense, Hypseloderma jubense",Sapindaceae. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/32280,Camptolepis,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
5352558,137568097,Kenya,,NATIONAL,,Baphia longipedicellata,Protected / Regulated,species,Fabaceae,Baphia keniensis,,Kenya endemic; Fabaceae. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/137568097,Baphia,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
5335113,35743,Kenya,,NATIONAL,,Gardenia transvenulosa,Protected / Regulated,species,Rubiaceae,Gardenia transvenulosa,,Rubiaceae. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/35743,Gardenia,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
3834100,32636,Kenya,,NATIONAL,,Vepris samburuensis,Protected / Regulated,species,Rutaceae,Samburu vepris,,Kenya endemic; Rutaceae. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/32636,Vepris,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
3834095,36405,Kenya,,NATIONAL,,Vepris sansibarensis,Protected / Regulated,species,Rutaceae,Vepris sansibarensis,"Toddalia sansibarensis, Toddaliopsis sansibarensis",Rutaceae. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/36405,Vepris,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
5327816,34460,Kenya,,NATIONAL,,Pandanus kajui,Protected / Regulated,species,Pandanaceae,Kaju's pandanus,Pandanus embuensis,Pandanaceae. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/34460,Pandanus,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
4177549,32642,Kenya,,NATIONAL,,Ocotea argylei,Protected / Regulated,species,Lauraceae,Argyle's ocotea,,Lauraceae. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/32642,Ocotea,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
2900909,34449,Kenya,,NATIONAL,,Afrocanthium keniense,Protected / Regulated,species,Rubiaceae,Afrocanthium keniense,Canthium keniense,Kenya endemic; Rubiaceae. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/34449,Afrocanthium,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
3075123,32237,Kenya,,NATIONAL,,Aristogeitonia monophylla,Protected / Regulated,species,Picrodendraceae,Aristogeitona monophylla,,Peraceae. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/32237,Aristogeitonia,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
2886401,34446,Kenya,,NATIONAL,,Vitellariopsis kirkii,Protected / Regulated,species,Sapotaceae,Vitellariopsis kirkii,"Butyrospermum kirkii, Mimusops bakeri, Mimusops kirkii",Sapotaceae. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/34446,Vitellariopsis,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
5576774,32137,Kenya,,NATIONAL,,Allophylus chirindensis,Protected / Regulated,species,Sapindaceae,Allophylus zimmermannianus,,Sapindaceae. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/32137,Allophylus,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
5602736,158031,Kenya,,NATIONAL,,Lasiodiscus pervillei,Protected / Regulated,subspecies,Rhamnaceae,Lasiodiscus mildbraedii subsp. ferrugineus,,Rhamnaceae. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/158031,Lasiodiscus,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
5335100,179332,Kenya,,NATIONAL,,Gardenia posoquerioides,Protected / Regulated,species,Rubiaceae,Gardenia posoquerioides,,Rubiaceae; in 13 ex situ collections. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/179332,Gardenia,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
7226061,62449,Kenya,,NATIONAL,,Drypetes usambarica,Protected / Regulated,variety,Putranjivaceae,Drypetes usambarica,,Putranjivaceae. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/62449,Drypetes,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
3075883,62448,Kenya,,NATIONAL,,Drypetes natalensis,Protected / Regulated,variety,Putranjivaceae,Drypetes natalensis var. leiogyna,,Putranjivaceae. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/62448,Drypetes,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
3071633,62459,Kenya,,NATIONAL,,Ricinodendron heudelotii,Protected / Regulated,variety,Euphorbiaceae,Ricinodendron heudelotii var. tomentellum,"Ricinodendron schliebenii, Ricinodendron tomentellum",Euphorbiaceae. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/62459,Ricinodendron,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
5378240,179292,Kenya,,NATIONAL,,Shirakiopsis trilocularis,Protected / Regulated,species,Euphorbiaceae,Sapium triloculare,,Euphorbiaceae. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/179292,Shirakiopsis,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
7769134,128047627,Kenya,,NATIONAL,,Boscia mazzocchii,Protected / Regulated,species,Capparaceae,Boscia mazzocchii,"Boscia tomentella, Capparis mazzocchii, Maerua mazzocchii",Capparaceae; dryland species. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/128047627,Boscia,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
2886116,35363,Kenya,,NATIONAL,,Synsepalum kassneri,Protected / Regulated,species,Sapotaceae,Synsepalum kassneri,"Afrosersalisia kassneri, Pouteria kassneri, Sersalisia kassneri, Tulestea kassneri",Sapotaceae. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/35363,Synsepalum,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
2925201,84488870,Kenya,,NATIONAL,,Pavetta teitana,Protected / Regulated,species,Rubiaceae,Taita pavetta,Pavetta kaessneri,Rubiaceae; restricted to Taita Hills. Inference sources: FCMA 2016 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/2016/34/eng@2022-12-31 | EMCA 1999 (Kenya Law) https://new.kenyalaw.org/akn/ke/act/1999/8/eng@2022-12-31 | IUCN Red List species page https://www.iucnredlist.org/species/84488870,Pavetta,no,,Inferred protection: FCMA 2016 s.46 (general prohibition on felling rare/endangered trees in public forests) + IUCN Red List: Vulnerable,Regulated harvest,FCMA 2016 s.46 (general prohibition); EMCA 1999 (framework)
