GBIFusageKey,country,region,jurisdiction,jurisdiction_group,prefName,classification,taxonLevel,family,englishName,synonyms,Note,genus_I,is_aquatic,aquatic_type_I,legal_status_co,restriction_type,governing_law
3882678,Colombia,,NATIONAL,,Salvia camarifolia,Magnoliopsida,species,Lamiaceae,Salvia roja del Perij<U+00E1>,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3882400,Colombia,,NATIONAL,,Salvia carbonoi,Magnoliopsida,species,Lamiaceae,Salvia de Carbon<U+00F3>,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3881650,Colombia,,NATIONAL,,Salvia chicamochae,Magnoliopsida,species,Lamiaceae,Salvia azul del Chicamocha,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3905683,Colombia,,NATIONAL,,Salvia cocuyana,Magnoliopsida,species,Lamiaceae,Amarguera del Cocuy,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3905669,Colombia,,NATIONAL,,Salvia codazziana,Magnoliopsida,species,Lamiaceae,Salvia de Codazzi,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3905260,Colombia,,NATIONAL,,Salvia corrugata,Magnoliopsida,species,Lamiaceae,Salvia corrugada,"Alguelaguen gaudichaudii, Sphacele gaudichaudii",Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3904744,Colombia,,NATIONAL,,Salvia cuatrecasana,Magnoliopsida,species,Lamiaceae,Salvia de Cuatrecasa,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
7309417,Colombia,,NATIONAL,,Salvia cyanocephala,Magnoliopsida,species,Lamiaceae,Salvia sp.,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
3904428,Colombia,,NATIONAL,,Salvia cyanocephala,Magnoliopsida,species,Lamiaceae,Salvia de Guatavita,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3904410,Colombia,,NATIONAL,,Salvia cyanotropha,Magnoliopsida,species,Lamiaceae,Salvia lanosa de Oca<U+00F1>a,Salvia xalapensis calvescens,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
7309230,Colombia,,NATIONAL,,Salvia erythrostoma,Magnoliopsida,species,Lamiaceae,Salvia de boca roja,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3902876,Colombia,,NATIONAL,,Salvia erythrostoma,Magnoliopsida,species,Lamiaceae,Salvia de Santa Santa Isabel,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3902700,Colombia,,NATIONAL,,Salvia falcata,Magnoliopsida,species,Lamiaceae,Salvia roja de Talauta,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3901952,Colombia,,NATIONAL,,Salvia funckii,Magnoliopsida,species,Lamiaceae,Salvia de Funck,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3901814,Colombia,,NATIONAL,,Salvia fuscomanicata,Magnoliopsida,species,Lamiaceae,Salvia lanosa del Valle,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
7309123,Colombia,,NATIONAL,,Salvia gachantivana,Magnoliopsida,species,Lamiaceae,Salvia de Gachantiv<U+00E1>,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3900459,Colombia,,NATIONAL,,Salvia hermesiana,Magnoliopsida,species,Lamiaceae,Salvia del Cerro Pintado,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3898904,Colombia,,NATIONAL,,Salvia jaramilloi,Magnoliopsida,species,Lamiaceae,Salvia de Jaramillo,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3897628,Colombia,,NATIONAL,,Salvia libanensis,Magnoliopsida,species,Lamiaceae,Salvia de San Lorenzo,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3896883,Colombia,,NATIONAL,,Salvia macrostachya,Magnoliopsida,species,Lamiaceae,Salviarrial,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
3896782,Colombia,,NATIONAL,,Salvia manaurica,Magnoliopsida,species,Lamiaceae,Salvia de Manaure,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
7308464,Colombia,,NATIONAL,,Salvia melaleuca,Magnoliopsida,species,Lamiaceae,Amarguera de Chorro,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3896353,Colombia,,NATIONAL,,Salvia melaleuca,Magnoliopsida,species,Lamiaceae,Amargosa de Tota,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3894581,Colombia,,NATIONAL,,Salvia nubigena,Magnoliopsida,species,Lamiaceae,Salvia de las nubes,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
7308090,Colombia,,NATIONAL,,Salvia orthostachys,Magnoliopsida,species,Lamiaceae,Retama,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3893565,Colombia,,NATIONAL,,Salvia orthostachys,Magnoliopsida,species,Lamiaceae,Amargosa de Soat<U+00E1>,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3893167,Colombia,,NATIONAL,,Salvia pamplonitana,Magnoliopsida,species,Lamiaceae,Salvia de Pamplonita,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
3893043,Colombia,,NATIONAL,,Salvia paramicola,Magnoliopsida,species,Lamiaceae,Dominico del Almordero,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3892744,Colombia,,NATIONAL,,Salvia pauciserrata,Magnoliopsida,species,Lamiaceae,Salvia sigmoide del Cauca,Salvia derasa,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3892727,Colombia,,NATIONAL,,Salvia pauciserrata,Magnoliopsida,species,Lamiaceae,Salvia sigmoide de Pajarito,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3892710,Colombia,,NATIONAL,,Salvia pauciserrata,Magnoliopsida,species,Lamiaceae,Salvia sigmoide de Antioquia,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
7307980,Colombia,,NATIONAL,,Salvia pauciserrata,Magnoliopsida,species,Lamiaceae,Salvia sigmoide del Tequendama,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3888976,Colombia,,NATIONAL,,Salvia rubescens,Magnoliopsida,species,Lamiaceae,Salvia roja de Vetas,Salvia colombiana,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3888961,Colombia,,NATIONAL,,Salvia rubescens,Magnoliopsida,species,Lamiaceae,Barbasco rojo,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3888855,Colombia,,NATIONAL,,Salvia rubriflora,Magnoliopsida,species,Lamiaceae,Salvia hoja de flecha,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3888753,Colombia,,NATIONAL,,Salvia rufula,Magnoliopsida,species,Lamiaceae,Salvia roja de los paeces,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3888514,Colombia,,NATIONAL,,Salvia sagittata,Magnoliopsida,species,Lamiaceae,Salvia sagitana del sur,"Salvia rumicifolia, Salvia rumicifolia minor",Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3888144,Colombia,,NATIONAL,,Salvia sciaphila,Magnoliopsida,species,Lamiaceae,Salvia de las sombras,Salvia carnea sciaphila,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3887160,Colombia,,NATIONAL,,Salvia sordida,Magnoliopsida,species,Lamiaceae,Salvia sp.,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
3887021,Colombia,,NATIONAL,,Salvia sphacelioides,Magnoliopsida,species,Lamiaceae,Salvia morada de oca<U+00F1>a,Salvia anaglypha,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3887010,Colombia,,NATIONAL,,Salvia sphacelioides,Magnoliopsida,species,Lamiaceae,Salvia de Paz de R<U+00ED>o,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
7307116,Colombia,,NATIONAL,,Salvia sphacelioides,Magnoliopsida,species,Lamiaceae,Salvia azil del Donachu<U+00ED>,"Salvia caracasana, Salvia viridifolia",Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3886991,Colombia,,NATIONAL,,Salvia sphacelioides,Magnoliopsida,species,Lamiaceae,Salvia p<U+00FA>rpura de Triana,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
3885531,Colombia,,NATIONAL,,Salvia tolimensis,Magnoliopsida,species,Lamiaceae,Salvia p<U+00FA>rpura del Tolima,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3884584,Colombia,,NATIONAL,,Salvia uribei,Magnoliopsida,species,Lamiaceae,Amarguera azul,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3884231,Colombia,,NATIONAL,,Salvia venulosa,Magnoliopsida,species,Lamiaceae,Salvia vinosa de Risaralda,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3883618,Colombia,,NATIONAL,,Salvia xeropapillosa,Magnoliopsida,species,Lamiaceae,Amarguera papilosa,NA,Lamiaceae; Res. 1912/2017 threatened flora,Salvia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3883274,Colombia,,NATIONAL,,Satureja anachoreta,Magnoliopsida,species,Lamiaceae,Alhucema del Cerro Pintado,NA,Lamiaceae; Res. 1912/2017 threatened flora,Satureja,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
5609740,Colombia,,NATIONAL,,Scutellaria coccinea,Magnoliopsida,species,Lamiaceae,Escutelaria de Cuatrecasas,"Scutellaria atriplicifolia, Scutellaria cuatrecasana, Scutellaria hartwegii",Lamiaceae; Res. 1912/2017 threatened flora,Scutellaria,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
5609246,Colombia,,NATIONAL,,Scutellaria hookeri,Magnoliopsida,species,Lamiaceae,Escutelaria de Hooker,Scutellaria villosa,Lamiaceae; Res. 1912/2017 threatened flora,Scutellaria,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
5608612,Colombia,,NATIONAL,,Scutellaria parrae,Magnoliopsida,species,Lamiaceae,Escutelaria de parra,"Scutellaria elliptica, Scutellaria leptosiphon",Lamiaceae; Res. 1912/2017 threatened flora,Scutellaria,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
5608445,Colombia,,NATIONAL,,Scutellaria pseudocoleus,Magnoliopsida,species,Lamiaceae,Albahac<U+00F3>n morado,NA,Lamiaceae; Res. 1912/2017 threatened flora,Scutellaria,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
7387203,Colombia,,NATIONAL,,Scutellaria roseocyanea,Magnoliopsida,species,Lamiaceae,Escutelaria de Dabeiba,NA,Lamiaceae; Res. 1912/2017 threatened flora,Scutellaria,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3904290,Colombia,,NATIONAL,,Stachys radicans,Magnoliopsida,species,Lamiaceae,Bret<U+00F3>nica rastrera,NA,Lamiaceae; Res. 1912/2017 threatened flora,Stachys,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
4180165,Colombia,,NATIONAL,,Caryodaphnopsis cogolloi,Magnoliopsida,species,Lauraceae,Yumb<U+00E9>,NA,Lauraceae; Res. 1912/2017 threatened flora,Caryodaphnopsis,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
4177566,Colombia,,NATIONAL,,Mespilodaphne quixos,Magnoliopsida,species,Lauraceae,"Brazilian-sassafras, sassafras",NA,Lauraceae; Res. 1912/2017 threatened flora,Mespilodaphne,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3083180,Colombia,,NATIONAL,,Bertholletia excelsa,Magnoliopsida,species,Lecythidaceae,"Brazil-nut, Brazil-nut Tree, Brazilnut, Brazilnut-tree, Paranut, brazilnut, creamnut, Para Nut","Barthollesia excelsa, Bertholletia excelsa, Bertholletia nobilis",Lecythidaceae; Res. 1912/2017 threatened flora,Bertholletia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3082554,Colombia,,NATIONAL,,Couroupita nicaraguarensis,Magnoliopsida,species,Lecythidaceae,Couroupita sp.,"Couroupita cutteri, Couroupita darienensis, Couroupita magnifica, Couroupita odoratissima, Couroupita parviflora, Lecythis micaraguensis, Lecythis nicaraguarensis, Lecythis nicaraguensis",Lecythidaceae; Res. 1912/2017 threatened flora,Couroupita,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3083288,Colombia,,NATIONAL,,Eschweilera bogotensis,Magnoliopsida,species,Lecythidaceae,Eschweilera sp.,"Eschweilera kalbreyeri, Eschweilera oligosperma, Eschweilera papillata",Lecythidaceae; Res. 1912/2017 threatened flora,Eschweilera,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3083273,Colombia,,NATIONAL,,Eschweilera cabrerana,Magnoliopsida,species,Lecythidaceae,Dopirai | Cabo de hacha,NA,Lecythidaceae; Res. 1912/2017 threatened flora,Eschweilera,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3083368,Colombia,,NATIONAL,,Eschweilera integricalyx,Magnoliopsida,species,Lecythidaceae,Eschweilera sp.,NA,Lecythidaceae; Res. 1912/2017 threatened flora,Eschweilera,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3083297,Colombia,,NATIONAL,,Eschweilera neei,Magnoliopsida,species,Lecythidaceae,Eschweilera sp.,NA,Lecythidaceae; Res. 1912/2017 threatened flora,Eschweilera,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3083327,Colombia,,NATIONAL,,Eschweilera pachyderma,Magnoliopsida,species,Lecythidaceae,Guasco blanco,NA,Lecythidaceae; Res. 1912/2017 threatened flora,Eschweilera,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3083303,Colombia,,NATIONAL,,Eschweilera praealta,Magnoliopsida,species,Lecythidaceae,Eschweilera sp.,Lecythis praealta,Lecythidaceae; Res. 1912/2017 threatened flora,Eschweilera,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3083210,Colombia,,NATIONAL,,Eschweilera rimbachii,Magnoliopsida,species,Lecythidaceae,Eschweilera sp.,NA,Lecythidaceae; Res. 1912/2017 threatened flora,Eschweilera,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3082327,Colombia,,NATIONAL,,Grias colombiana,Magnoliopsida,species,Lecythidaceae,Guasca,NA,Lecythidaceae; Res. 1912/2017 threatened flora,Grias,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3082332,Colombia,,NATIONAL,,Grias multinervia,Magnoliopsida,species,Lecythidaceae,Grias sp.,NA,Lecythidaceae; Res. 1912/2017 threatened flora,Grias,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
5383774,Colombia,,NATIONAL,,Gustavia angustifolia,Magnoliopsida,species,Lecythidaceae,Gustavia sp.,"Gustavia angusta, Gustavia corymbosa, Gustavia insignis, Gustavia ruiziana, Japarandiba angustifolia, Japarandiba ruiziana",Lecythidaceae; Res. 1912/2017 threatened flora,Gustavia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
5383833,Colombia,,NATIONAL,,Gustavia dubia,Magnoliopsida,species,Lecythidaceae,Mula muerta | alma negra,"Gustavia pleurocarpa, Japarandiba dubia, Lecythis attenuata, Lecythis dubia",Lecythidaceae; Res. 1912/2017 threatened flora,Gustavia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
5383850,Colombia,,NATIONAL,,Gustavia excelsa,Magnoliopsida,species,Lecythidaceae,Pac<U+00F3> | Pac<U+00F3> de monte,NA,Lecythidaceae; Res. 1912/2017 threatened flora,Gustavia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
5383792,Colombia,,NATIONAL,,Gustavia occidentalis,Magnoliopsida,species,Lecythidaceae,Gustavia sp.,NA,Lecythidaceae; Res. 1912/2017 threatened flora,Gustavia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
5383767,Colombia,,NATIONAL,,Gustavia gentryi,Magnoliopsida,species,Lecythidaceae,Gustavia sp.,NA,Lecythidaceae; Res. 1912/2017 threatened flora,Gustavia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
5383831,Colombia,,NATIONAL,,Gustavia gracillima,Magnoliopsida,species,Lecythidaceae,Gustavia sp.,Japarandiba gracillima,Lecythidaceae; Res. 1912/2017 threatened flora,Gustavia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
5383771,Colombia,,NATIONAL,,Gustavia grandibracteata,Magnoliopsida,species,Lecythidaceae,Gustavia sp.,Gustavia superba puberula,Lecythidaceae; Res. 1912/2017 threatened flora,Gustavia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
5383782,Colombia,,NATIONAL,,Gustavia latifolia,Magnoliopsida,species,Lecythidaceae,Gustavia sp.,Japarandiba latifolia,Lecythidaceae; Res. 1912/2017 threatened flora,Gustavia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
5383822,Colombia,,NATIONAL,,Gustavia longifuniculata,Magnoliopsida,species,Lecythidaceae,Mula muerta,NA,Lecythidaceae; Res. 1912/2017 threatened flora,Gustavia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
5383845,Colombia,,NATIONAL,,Gustavia nana,Magnoliopsida,species,Lecythidaceae,Gustavia sp.,NA,Lecythidaceae; Res. 1912/2017 threatened flora,Gustavia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
5383799,Colombia,,NATIONAL,,Gustavia occidentalis,Magnoliopsida,species,Lecythidaceae,Gustavia sp.,"Eschweilera cincta, Gustavia cincta, Gustavia foliosa, Gustavia speciosa occidentalis",Lecythidaceae; Res. 1912/2017 threatened flora,Gustavia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
5383851,Colombia,,NATIONAL,,Gustavia petiolata,Magnoliopsida,species,Lecythidaceae,Gustavia sp.,NA,Lecythidaceae; Res. 1912/2017 threatened flora,Gustavia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
5383768,Colombia,,NATIONAL,,Gustavia romeroi,Magnoliopsida,species,Lecythidaceae,Gustavia sp.,NA,Lecythidaceae; Res. 1912/2017 threatened flora,Gustavia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
5383832,Colombia,,NATIONAL,,Gustavia sessilis,Magnoliopsida,species,Lecythidaceae,Gustavia sp.,NA,Lecythidaceae; Res. 1912/2017 threatened flora,Gustavia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3082391,Colombia,,NATIONAL,,Lecythis mesophylla,Magnoliopsida,species,Lecythidaceae,Coco cristal,NA,Lecythidaceae; Res. 1912/2017 threatened flora,Lecythis,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3082354,Colombia,,NATIONAL,,Lecythis tuyrana,Magnoliopsida,species,Lecythidaceae,Olla de mono | olleto,"Chytroma glossiniformis, Lecythis calycocarpa, Lecythis elata, Lecythis melliana",Lecythidaceae; Res. 1912/2017 threatened flora,Lecythis,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3153767,Colombia,,NATIONAL,,Magnolia arcabucoana,Magnoliopsida,species,Magnoliaceae,Magnolio de Arcabuco,Talauma arcabucoana,Magnoliaceae; Res. 1912/2017 threatened flora,Magnolia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3153721,Colombia,,NATIONAL,,Magnolia argyrothricha,Magnoliopsida,species,Magnoliaceae,Totumo,"Dugandiodendron argyrothrichum, Talauma argyrotrichum",Magnoliaceae; Res. 1912/2017 threatened flora,Magnolia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3153065,Colombia,,NATIONAL,,Magnolia calimaensis,Magnoliopsida,species,Magnoliaceae,Almanegra del Calima,Dugandiodendron calimaense,Magnoliaceae; Res. 1912/2017 threatened flora,Magnolia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
3153026,Colombia,,NATIONAL,,Magnolia calophylla,Magnoliopsida,species,Magnoliaceae,Cucharillo de Barbacoas,"Dugandiodendron calophyllum, Talauma calophylla",Magnoliaceae; Res. 1912/2017 threatened flora,Magnolia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3153509,Colombia,,NATIONAL,,Magnolia cararensis,Magnoliopsida,species,Magnoliaceae,Almanegra de Tam<U+00E1>,Dugandiodendron cararense,Magnoliaceae; Res. 1912/2017 threatened flora,Magnolia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
3153488,Colombia,,NATIONAL,,Magnolia caricifragrans,Magnoliopsida,species,Magnoliaceae,Hojarasco Apiorruncho,Talauma caricifragrans,Magnoliaceae; Res. 1912/2017 threatened flora,Magnolia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3153156,Colombia,,NATIONAL,,Magnolia cespedesii,Magnoliopsida,species,Magnoliaceae,Molinillo Cape,Talauma cespedesii,Magnoliaceae; Res. 1912/2017 threatened flora,Magnolia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
3152913,Colombia,,NATIONAL,,Magnolia chimantensis,Magnoliopsida,species,Magnoliaceae,Magnolio de los Yarigu<U+00ED>es,Dugandiodendron chimantense,Magnoliaceae; Res. 1912/2017 threatened flora,Magnolia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
3152889,Colombia,,NATIONAL,,Magnolia chocoensis,Magnoliopsida,species,Magnoliaceae,Copach<U+00ED> de Tatam<U+00E1>,Talauma chocoensis,Magnoliaceae; Res. 1912/2017 threatened flora,Magnolia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3153670,Colombia,,NATIONAL,,Magnolia colombiana,Magnoliopsida,species,Magnoliaceae,Almanegra de Los Gu<U+00E1>charos,"Dugandiodendron colombianum, Talauma colombiana",Magnoliaceae; Res. 1912/2017 threatened flora,Magnolia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
5939033,Colombia,,NATIONAL,,Magnolia coronata,Magnoliopsida,species,Magnoliaceae,Magnolia sp.,NA,Magnoliaceae; Res. 1912/2017 threatened flora,Magnolia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
3153458,Colombia,,NATIONAL,,Magnolia espinalii,Magnoliopsida,species,Magnoliaceae,Hojarasco del Espinal,Talauma espinalii,Magnoliaceae; Res. 1912/2017 threatened flora,Magnolia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
3153094,Colombia,,NATIONAL,,Magnolia georgii,Magnoliopsida,species,Magnoliaceae,Cucharo de la cordillera Oriental,Talauma georgii,Magnoliaceae; Res. 1912/2017 threatened flora,Magnolia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3152988,Colombia,,NATIONAL,,Magnolia gilbertoi,Magnoliopsida,species,Magnoliaceae,Hojarasco de Gilberto,Talauma gilbertoi,Magnoliaceae; Res. 1912/2017 threatened flora,Magnolia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3153887,Colombia,,NATIONAL,,Magnolia guatapensis,Magnoliopsida,species,Magnoliaceae,Almanegra de Guatap<U+00E9>,Dugandiodendron guatapense,Magnoliaceae; Res. 1912/2017 threatened flora,Magnolia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3153432,Colombia,,NATIONAL,,Magnolia henaoi,Magnoliopsida,species,Magnoliaceae,Hojarasco de Henao,Talauma henaoi,Magnoliaceae; Res. 1912/2017 threatened flora,Magnolia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
5939027,Colombia,,NATIONAL,,Magnolia jardinensis,Magnoliopsida,species,Magnoliaceae,Magnolia sp.,NA,Magnoliaceae; Res. 1912/2017 threatened flora,Magnolia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
3153379,Colombia,,NATIONAL,,Magnolia katiorum,Magnoliopsida,species,Magnoliaceae,Almanegra de Urab<U+00E1>,Talauma katiorum,Magnoliaceae; Res. 1912/2017 threatened flora,Magnolia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
